,Source.Name,,created_at,id,,like_count,quote_count,reply_count,retweet_count,,tweet,,CLEANED
287,FinancialTimesv3_0710.csv,,08/07/2020 12:31,169,,18,0,0,5,,A £5.5bn bill for personal protective equipment leads to growing scrutiny of the UK government https://t.co/1ZZEyeOOxA,,A 55bn bill for personal protective equipment leads to growing scrutiny of the UK government httpstco1ZZEyeOOxA
286,FinancialTimesv3_0710.csv,,08/07/2020 13:00,170,,16,0,2,5,,Would you take a pay cut to move away from the city and work from home in a cheaper area? Facebook's plan to pay home-working staff according to their postcode raises this and other important questions https://t.co/4g04w9devY,,Would you take a pay cut to move away from the city and work from home in a cheaper area? Facebooks plan to pay homeworking staff according to their postcode raises this and other important questions httpstco4g04w9devY
284,FinancialTimesv3_0710.csv,,08/07/2020 13:19,171,,21,0,3,5,,"Across the world, governments have responded to the coronavirus pandemic with significant public spending. They have given cash payments to citizens and picked up the wage bills of entire companies  https://t.co/GbTDlmqCOs",,Across the world governments have responded to the coronavirus pandemic with significant public spending They have given cash payments to citizens and picked up the wage bills of entire companies  httpstcoGbTDlmqCOs
278,FinancialTimesv3_0710.csv,,08/07/2020 15:20,172,,18,1,3,5,,An outbreak of Covid-19 at an NHS hospital in the UK prime minister’s west London constituency has forced it to close its accident and emergency department after a number of employees tested positive for the virus https://t.co/CKVS7Evlh7,,An outbreak of Covid19 at an NHS hospital in the UK prime ministers west London constituency has forced it to close its accident and emergency department after a number of employees tested positive for the virus httpstcoCKVS7Evlh7
275,FinancialTimesv3_0710.csv,,08/07/2020 16:05,173,,23,2,14,5,,"Donald Trump's threat to liberalism has been an amateur version of what is to come, writes Janan Ganesh https://t.co/7dEPC5cnsy",,Donald Trumps threat to liberalism has been an amateur version of what is to come writes Janan Ganesh httpstco7dEPC5cnsy
274,FinancialTimesv3_0710.csv,,08/07/2020 16:20,174,,12,0,0,5,,"The president of the European Central Bank, Christine Lagarde, says the coronavirus pandemic is a ‘brutal’ crisis, as she talks to the FT editor, Roula Khalaf, about her steep learning curve since taking the job.

Watch our full interview with Ms Lagarde: https://t.co/9LFW44BRmN",,The president of the European Central Bank Christine Lagarde says the coronavirus pandemic is a brutal crisis as she talks to the FT editor Roula Khalaf about her steep learning curve since taking the jobWatch our full interview with Ms Lagarde httpstco9LFW44BRmN
273,FinancialTimesv3_0710.csv,,08/07/2020 16:51,175,,27,2,4,5,,"RT @robertshrimsley: Have a dish on Rish. 
Sunak's combination of soft political skills and gravitas show why everyone sees him as a future…",,RT robertshrimsley Have a dish on Rish Sunaks combination of soft political skills and gravitas show why everyone sees him as a future
272,FinancialTimesv3_0710.csv,,08/07/2020 17:57,176,,16,0,0,5,,"Conservative MPs cheered Rishi Sunak's summer statement, astonished by the speed at which the chancellor has established himself at the Treasury.

Boris Johnson has been publicly grateful for the way Mr Sunak is leading the economic response to the crisis  https://t.co/olX5WRXLZj https://t.co/y3c9DIAoWi",,Conservative MPs cheered Rishi Sunaks summer statement astonished by the speed at which the chancellor has established himself at the TreasuryBoris Johnson has been publicly grateful for the way Mr Sunak is leading the economic response to the crisis  httpstcoolX5WRXLZj httpstcoy3c9DIAoWi
271,FinancialTimesv3_0710.csv,,08/07/2020 18:07,177,,6,2,12,5,,"Homebuyers in the UK will see a tax holiday until early next year, as the threshold for paying the levy has been raised to £500,000

Rishi Sunak said the measure meant 90% of people buying a main home would pay no stamp duty at all https://t.co/YkFOQCTu6x https://t.co/4YLss61ZmD",,Homebuyers in the UK will see a tax holiday until early next year as the threshold for paying the levy has been raised to 500000Rishi Sunak said the measure meant 90 of people buying a main home would pay no stamp duty at all httpstcoYkFOQCTu6x httpstco4YLss61ZmD
269,FinancialTimesv3_0710.csv,,08/07/2020 19:27,178,,9,3,1,6,,"United Airlines plans to furlough up to 36,000 workers, or just under half of its US workforce https://t.co/8bU5vFXmxh",,United Airlines plans to furlough up to 36000 workers or just under half of its US workforce httpstco8bU5vFXmxh
268,FinancialTimesv3_0710.csv,,08/07/2020 19:34,179,,15,2,0,6,,"RT @germanotes: FC Barcelona, the highest-earning soccer club in the world, is set to ask Nike for €15m-€20m in lost sales as the swoosh pu…",,RT germanotes FC Barcelona the highestearning soccer club in the world is set to ask Nike for 15m20m in lost sales as the swoosh pu
266,FinancialTimesv3_0710.csv,,08/07/2020 19:50,180,,10,1,3,6,,RT @ftopinion: The Big Read: “For decades we have tolerated the idea that paying less tax was just good business. That mood has gone. Pinni…,,RT ftopinion The Big Read For decades we have tolerated the idea that paying less tax was just good business That mood has gone Pinni
264,FinancialTimesv3_0710.csv,,08/07/2020 20:46,181,,24,3,4,6,,"Just published: front page of the Financial Times, UK edition, Thursday 9 July            https://t.co/AiRAukzKpW https://t.co/CGa2ossJ2x",,Just published front page of the Financial Times UK edition Thursday 9 July            httpstcoAiRAukzKpW httpstcoCGa2ossJ2x
262,FinancialTimesv3_0710.csv,,08/07/2020 21:01,182,,24,2,2,6,,"Rishi Sunak cemented his status as the government’s Santa Claus after hailing his 'plan for jobs.' The UK chancellor's decision, alongside plunging tax revenues, are likely to push the budget deficit up to £361.5bn, according to FT calculations https://t.co/YWXfPJJQfR https://t.co/CKcgxtgheY",,Rishi Sunak cemented his status as the governments Santa Claus after hailing his plan for jobs The UK chancellors decision alongside plunging tax revenues are likely to push the budget deficit up to 3615bn according to FT calculations httpstcoYWXfPJJQfR httpstcoCKcgxtgheY
261,FinancialTimesv3_0710.csv,,08/07/2020 21:14,183,,21,2,4,6,,"Young people and low-income workers were the focus of a £30bn summer statement intended to avert mass unemployment, but business groups are warning the UK chancellor's efforts may fall flat https://t.co/9fwwfkd80S",,Young people and lowincome workers were the focus of a 30bn summer statement intended to avert mass unemployment but business groups are warning the UK chancellors efforts may fall flat httpstco9fwwfkd80S
259,FinancialTimesv3_0710.csv,,08/07/2020 21:34,184,,18,1,0,6,,"Robert Shrimsley: Rishi Sunak displayed a combination of gravitas and soft political skills in his speech about reviving the UK economy, as he called for people to rise above their fear of the virus and join the national recovery https://t.co/K3eYt4JG2L https://t.co/ISzxTVejyp",,Robert Shrimsley Rishi Sunak displayed a combination of gravitas and soft political skills in his speech about reviving the UK economy as he called for people to rise above their fear of the virus and join the national recovery httpstcoK3eYt4JG2L httpstcoISzxTVejyp
258,FinancialTimesv3_0710.csv,,08/07/2020 21:50,185,,21,1,0,6,,"Just published: front page of the Financial Times, international edition, Thursday 9 July            https://t.co/S4ckk2SeXo https://t.co/mjGoqT8I1u",,Just published front page of the Financial Times international edition Thursday 9 July            httpstcoS4ckk2SeXo httpstcomjGoqT8I1u
256,FinancialTimesv3_0710.csv,,08/07/2020 22:05,186,,23,0,0,6,,Edwin Heathcote on why he loves watching construction: 'There’s a performative quality to the work of a good builder. It’s like watching a sportsman with no movement wasted' https://t.co/jcQy2qRxJo,,Edwin Heathcote on why he loves watching construction Theres a performative quality to the work of a good builder Its like watching a sportsman with no movement wasted httpstcojcQy2qRxJo
254,FinancialTimesv3_0710.csv,,08/07/2020 22:31,187,,14,4,3,6,,Why Paul Jankowski’s All Against All and Robert Gerwarth’s November 1918 are 'two of the most stimulating histories of the interwar period to have been published in recent years' https://t.co/xts2jptcGW,,Why Paul Jankowskis All Against All and Robert Gerwarths November 1918 are two of the most stimulating histories of the interwar period to have been published in recent years httpstcoxts2jptcGW
253,FinancialTimesv3_0710.csv,,08/07/2020 22:48,188,,22,0,1,6,,"Lucinda Baring's son Alfie was four when he was diagnosed with a brain tumour. She shares her experience of the extraordinary might of London's Great Ormond Street Hospital – and why, in a post-pandemic world, it needs help to make up its £25m shortfall https://t.co/JizDwloF2g",,Lucinda Barings son Alfie was four when he was diagnosed with a brain tumour She shares her experience of the extraordinary might of Londons Great Ormond Street Hospital  and why in a postpandemic world it needs help to make up its 25m shortfall httpstcoJizDwloF2g
252,FinancialTimesv3_0710.csv,,08/07/2020 23:03,189,,14,1,2,6,,"Opinion: John Sawers, a former chief of MI6, says China is overplaying its hand and giving western leaders no option but to stand up to it as the UK is expected to phase out Huawei from its 5G networks https://t.co/wIFVLt7ZYj",,Opinion John Sawers a former chief of MI6 says China is overplaying its hand and giving western leaders no option but to stand up to it as the UK is expected to phase out Huawei from its 5G networks httpstcowIFVLt7ZYj
251,FinancialTimesv3_0710.csv,,08/07/2020 23:18,190,,11,0,4,6,,The tables are set' – Alice Ross offers a glimpse into the charming world of tablescaping https://t.co/DPEUIjyteK,,The tables are set  Alice Ross offers a glimpse into the charming world of tablescaping httpstcoDPEUIjyteK
249,FinancialTimesv3_0710.csv,,08/07/2020 23:50,191,,19,1,3,6,,Rosengren sees more US businesses needing Fed rescue https://t.co/FSrfbgIosp,,Rosengren sees more US businesses needing Fed rescue httpstcoFSrfbgIosp
248,FinancialTimesv3_0710.csv,,09/07/2020 00:10,192,,10,0,0,6,,White House warns railroad pension agency over China investments https://t.co/2C9FIo0qlj,,White House warns railroad pension agency over China investments httpstco2C9FIo0qlj
247,FinancialTimesv3_0710.csv,,09/07/2020 01:09,193,,44,4,4,6,,Malaysia maintains 1MDB fight despite economic woes https://t.co/3i6w3fEJlo,,Malaysia maintains 1MDB fight despite economic woes httpstco3i6w3fEJlo
242,FinancialTimesv3_0710.csv,,09/07/2020 04:20,194,,25,2,2,6,,Daily coronavirus thread: The total number of US coronavirus cases surpassed 3m and Donald Trump’s campaign rally in Tulsa in June ‘likely’ contributed to a surge. Follow our live coverage here: https://t.co/hXdxzB0FKW,,Daily coronavirus thread The total number of US coronavirus cases surpassed 3m and Donald Trumps campaign rally in Tulsa in June likely contributed to a surge Follow our live coverage here httpstcohXdxzB0FKW
241,FinancialTimesv3_0710.csv,,09/07/2020 05:00,195,,14,1,1,6,,Beijing’s security law has effectively moved Hong Kong’s internet behind China’s Great Firewall. Here’s what tech companies could be compelled to do under the new law — and why Silicon Valley is considering an exit https://t.co/xmfwvuD3Ru,,Beijings security law has effectively moved Hong Kongs internet behind Chinas Great Firewall Heres what tech companies could be compelled to do under the new law  and why Silicon Valley is considering an exit httpstcoxmfwvuD3Ru
240,FinancialTimesv3_0710.csv,,09/07/2020 05:23,196,,21,1,5,6,,"At least four US representatives have stakes in businesses that received funding from the $520bn small business support programme, which also helped top Washington lobbying firms, a new data trove revealed https://t.co/qUte6XLYsn",,At least four US representatives have stakes in businesses that received funding from the 520bn small business support programme which also helped top Washington lobbying firms a new data trove revealed httpstcoqUte6XLYsn
239,FinancialTimesv3_0710.csv,,09/07/2020 05:40,197,,13,2,0,6,,"Mercedes Ruehl, Asian technology correspondent, explains why the boom in Asian financial technology is facing its first serious setback as businesses focused on the vast number of people without bank accounts struggle to cope with the fallout from coronavirus https://t.co/ihBjZjVPd0",,Mercedes Ruehl Asian technology correspondent explains why the boom in Asian financial technology is facing its first serious setback as businesses focused on the vast number of people without bank accounts struggle to cope with the fallout from coronavirus httpstcoihBjZjVPd0
236,FinancialTimesv3_0710.csv,,09/07/2020 06:25,198,,34,10,5,6,,"The UK’s poorest working households made income gains during coronavirus lockdown, according to Treasury analysis, contradicting previous studies showing the poor were hit hardest by the pandemic https://t.co/NLp0T61TmN",,The UKs poorest working households made income gains during coronavirus lockdown according to Treasury analysis contradicting previous studies showing the poor were hit hardest by the pandemic httpstcoNLp0T61TmN
234,FinancialTimesv3_0710.csv,,09/07/2020 07:01,199,,12,0,2,6,,"Opinion: While we understand much about the social factors in Bame communities’ vulnerability to coronavirus, we know far less about the scientific reasons. We need more research led by these communities  https://t.co/zS9L3ub3Ey",,Opinion While we understand much about the social factors in Bame communities vulnerability to coronavirus we know far less about the scientific reasonsWe need more research led by these communities  httpstcozS9L3ub3Ey
228,FinancialTimesv3_0710.csv,,09/07/2020 08:45,200,,19,1,1,6,,"Millennials should be entering their peak earning years, but the ‘double blow’ of the 2008 financial crisis and coronavirus has proven a devastating setback. ‘It’s ... the millennial story. We keep working for this future that’s not really coming.’ https://t.co/wQrGvkHPqQ",,Millennials should be entering their peak earning years but the double blow of the 2008 financial crisis and coronavirus has proven a devastating setback Its the millennial story We keep working for this future thats not really coming httpstcowQrGvkHPqQ
227,FinancialTimesv3_0710.csv,,09/07/2020 09:00,201,,13,0,1,6,,"Just weeks before Wirecard collapsed, Oldenburgische Landesbank, a tiny, conservative lender once mocked as ‘Grandma’s favourite bank’, replaced Deutsche Bank as a crucial lender to then chief executive Markus Braun  https://t.co/7VwDEqKu9a",,Just weeks before Wirecard collapsed Oldenburgische Landesbank a tiny conservative lender once mocked as Grandmas favourite bank replaced Deutsche Bank as a crucial lender to then chief executive Markus Braun  httpstco7VwDEqKu9a
225,FinancialTimesv3_0710.csv,,09/07/2020 10:23,202,,0,0,0,6,,"Now in power until 2036, Vladimir Putin is facing a difficult future as the Russian economy stagnates and unrest grows. Listen to the FT’s Gideon Rachman and author Catherine Belton discuss the issue: ‘I think he's hostage to the system that he created' https://t.co/vKWSRGKZyr https://t.co/At70Psdyu7",,Now in power until 2036 Vladimir Putin is facing a difficult future as the Russian economy stagnates and unrest grows Listen to the FTs Gideon Rachman and author Catherine Belton discuss the issue I think hes hostage to the system that he created httpstcovKWSRGKZyr httpstcoAt70Psdyu7
223,FinancialTimesv3_0710.csv,,09/07/2020 11:13,203,,10,0,2,6,,Boohoo’s chief executive insisted that his company had 'nothing to hide' after fresh allegations about the treatment of workers who make its clothes. Some of the fast-fashion retailer’s biggest investors are betting he is right https://t.co/bb14PjdbjI,,Boohoos chief executive insisted that his company had nothing to hide after fresh allegations about the treatment of workers who make its clothes Some of the fastfashion retailers biggest investors are betting he is right httpstcobb14PjdbjI
221,FinancialTimesv3_0710.csv,,09/07/2020 12:00,204,,14,0,0,6,,"China has acknowledged that ties with the US are at their lowest point since 1979, in comments that suggest Beijing wants to ease tensions.‘China has never had the intention of challenging or replacing the US,’ Wang Yi, China’s foreign minister, said https://t.co/qiIBk7AIAZ",,China has acknowledged that ties with the US are at their lowest point since 1979 in comments that suggest Beijing wants to ease tensionsChina has never had the intention of challenging or replacing the US Wang Yi Chinas foreign minister said httpstcoqiIBk7AIAZ
217,FinancialTimesv3_0710.csv,,09/07/2020 14:00,205,,20,1,1,6,,"Millennials should be entering their peak earning years, but the ‘double blow’ of the 2008 financial crisis and coronavirus has caused a devastating and cruel setback. Here is our free-to-read coverage of the story: https://t.co/VlaWyZphx5 https://t.co/Q2lxp1YeZY",,Millennials should be entering their peak earning years but the double blow of the 2008 financial crisis and coronavirus has caused a devastating and cruel setback Here is our freetoread coverage of the story httpstcoVlaWyZphx5 httpstcoQ2lxp1YeZY
216,FinancialTimesv3_0710.csv,,09/07/2020 14:07,206,,21,0,1,6,,‘It’s ... the millennial story. We keep working for this future that’s not really coming.’ One thing that unites many of the older millennials in facing this new recession induced by the pandemic: they have not yet recovered from the last one https://t.co/C43zJ6bJEF https://t.co/8NOHlK6HXe,,Its the millennial story We keep working for this future thats not really coming One thing that unites many of the older millennials in facing this new recession induced by the pandemic they have not yet recovered from the last one httpstcoC43zJ6bJEF httpstco8NOHlK6HXe
214,FinancialTimesv3_0710.csv,,09/07/2020 14:41,207,,16,0,0,6,,"Free to read: Those under 40 have suffered the biggest economic blow during the pandemic and furthermore, minority millennials have fallen far behind their white peers financially https://t.co/C43zJ6bJEF https://t.co/dtJCTWjb0a",,Free to read Those under 40 have suffered the biggest economic blow during the pandemic and furthermore minority millennials have fallen far behind their white peers financially httpstcoC43zJ6bJEF httpstcodtJCTWjb0a
198,FinancialTimesv3_0710.csv,,09/07/2020 14:54,208,,23,1,2,6,,Dutch resistance stands in way of deal on EU recovery fund https://t.co/0LS7npb2zI,,Dutch resistance stands in way of deal on EU recovery fund httpstco0LS7npb2zI
178,FinancialTimesv3_0710.csv,,09/07/2020 14:54,209,,18,1,1,6,,The world falls apart as the US withdraws https://t.co/8tsPMJ3RDU,,The world falls apart as the US withdraws httpstco8tsPMJ3RDU
203,FinancialTimesv3_0710.csv,,09/07/2020 14:54,210,,12,0,2,6,,Silicon Valley weighs whether to leave Hong Kong. https://t.co/9lfY83cPDe,,Silicon Valley weighs whether to leave Hong Kong httpstco9lfY83cPDe
212,FinancialTimesv3_0710.csv,,09/07/2020 14:54,211,,11,2,1,6,,How the Mafia infiltrated Italy’s hospitals and laundered the profits globally https://t.co/8F6BM7W353,,How the Mafia infiltrated Italys hospitals and laundered the profits globally httpstco8F6BM7W353
213,FinancialTimesv3_0710.csv,,09/07/2020 14:54,212,,21,1,5,6,,UK public borrowing to exceed £350bn with Sunak stimulus plan https://t.co/zJhHouQu7M,,UK public borrowing to exceed 350bn with Sunak stimulus plan httpstcozJhHouQu7M
204,FinancialTimesv3_0710.csv,,09/07/2020 14:54,213,,14,1,1,6,,Malaysia maintains 1MDB fight despite economic woes https://t.co/dE5nTYgCa8,,Malaysia maintains 1MDB fight despite economic woes httpstcodE5nTYgCa8
188,FinancialTimesv3_0710.csv,,09/07/2020 14:54,214,,30,4,6,6,,The tiny German bank that bet big on Wirecard’s Markus Braun https://t.co/gg4CAH5Wgd,,The tiny German bank that bet big on Wirecards Markus Braun httpstcogg4CAH5Wgd
185,FinancialTimesv3_0710.csv,,09/07/2020 14:54,215,,14,0,0,6,,Political insiders benefited from US small business rescue plan https://t.co/0SG7XRNFzh,,Political insiders benefited from US small business rescue plan httpstco0SG7XRNFzh
206,FinancialTimesv3_0710.csv,,09/07/2020 14:54,216,,26,6,1,6,,Australia warns citizens not to travel to Hong Kong over security law https://t.co/HMaqi2o9Sl,,Australia warns citizens not to travel to Hong Kong over security law httpstcoHMaqi2o9Sl
181,FinancialTimesv3_0710.csv,,09/07/2020 14:54,217,,13,0,0,6,,Political insiders benefited from US small business rescue plan https://t.co/wRBnRsGzaO,,Political insiders benefited from US small business rescue plan httpstcowRBnRsGzaO
192,FinancialTimesv3_0710.csv,,09/07/2020 14:54,218,,0,0,0,6,,How the Mafia infiltrated Italy’s hospitals and laundered the profits globally https://t.co/7xqGVXDbU2,,How the Mafia infiltrated Italys hospitals and laundered the profits globally httpstco7xqGVXDbU2
184,FinancialTimesv3_0710.csv,,09/07/2020 14:54,219,,14,0,1,6,,The world falls apart as the US withdraws https://t.co/YtnmYmb0VU,,The world falls apart as the US withdraws httpstcoYtnmYmb0VU
205,FinancialTimesv3_0710.csv,,09/07/2020 14:54,220,,6,2,2,6,,Silicon Valley weighs whether to leave Hong Kong https://t.co/iaFD6RGSsP,,Silicon Valley weighs whether to leave Hong Kong httpstcoiaFD6RGSsP
197,FinancialTimesv3_0710.csv,,09/07/2020 14:54,221,,0,0,0,6,,How the Mafia infiltrated Italy’s hospitals and laundered the profits globally https://t.co/2LBoMjlmkM,,How the Mafia infiltrated Italys hospitals and laundered the profits globally httpstco2LBoMjlmkM
211,FinancialTimesv3_0710.csv,,09/07/2020 14:54,222,,16,3,3,6,,UK public borrowing to exceed £350bn with Sunak stimulus plan https://t.co/cRhhOQgkcK,,UK public borrowing to exceed 350bn with Sunak stimulus plan httpstcocRhhOQgkcK
208,FinancialTimesv3_0710.csv,,09/07/2020 14:54,223,,5,1,0,6,,How the Mafia infiltrated Italy’s hospitals and laundered the profits globally https://t.co/cO4yvoy30Q,,How the Mafia infiltrated Italys hospitals and laundered the profits globally httpstcocO4yvoy30Q
180,FinancialTimesv3_0710.csv,,09/07/2020 14:54,224,,35,3,2,7,,The world falls apart as the US withdraws https://t.co/dvF9VnlXaw,,The world falls apart as the US withdraws httpstcodvF9VnlXaw
186,FinancialTimesv3_0710.csv,,09/07/2020 14:54,225,,11,0,0,7,,The world falls apart as the US withdraws https://t.co/qvbcuiwrPY,,The world falls apart as the US withdraws httpstcoqvbcuiwrPY
183,FinancialTimesv3_0710.csv,,09/07/2020 14:54,226,,16,0,0,7,,Political insiders benefited from US small business rescue plan https://t.co/hExvCZFLrP,,Political insiders benefited from US small business rescue plan httpstcohExvCZFLrP
207,FinancialTimesv3_0710.csv,,09/07/2020 14:54,227,,10,0,1,7,,Australia places Melbourne under 6-week coronavirus lockdown https://t.co/hKo5sGzhv1,,Australia places Melbourne under 6week coronavirus lockdown httpstcohKo5sGzhv1
177,FinancialTimesv3_0710.csv,,09/07/2020 15:01,228,,53,5,2,7,,The estranged brother of Singapore’s prime minister has taken aim at the family’s dominance of the city-state’s politics on the last day of campaigning ahead of general elections on Friday https://t.co/QjhwmCuFl1,,The estranged brother of Singapores prime minister has taken aim at the familys dominance of the citystates politics on the last day of campaigning ahead of general elections on Friday httpstcoQjhwmCuFl1
173,FinancialTimesv3_0710.csv,,09/07/2020 16:10,229,,28,1,1,7,,Deloitte is facing a record £15m fine for “serious and serial failures” in its audits of Autonomy https://t.co/kOApr6giDf,,Deloitte is facing a record 15m fine for serious and serial failures in its audits of Autonomy httpstcokOApr6giDf
172,FinancialTimesv3_0710.csv,,09/07/2020 16:50,230,,11,1,4,7,,Two of the world’s largest cruise operators have warned of a “severe blow” to the industry if social-distancing measures were imposed on its ships https://t.co/Z6Ip3JH5EG,,Two of the worlds largest cruise operators have warned of a severe blow to the industry if socialdistancing measures were imposed on its ships httpstcoZ6Ip3JH5EG
169,FinancialTimesv3_0710.csv,,09/07/2020 19:13,231,,25,3,2,7,,"Seoul’s mayor Park Won-soon was found dead on Thursday night, shortly after allegations of sexual harassment against him were reported by local media https://t.co/nrjioBJIa1",,Seouls mayor Park Wonsoon was found dead on Thursday night shortly after allegations of sexual harassment against him were reported by local media httpstconrjioBJIa1
168,FinancialTimesv3_0710.csv,,09/07/2020 19:19,232,,23,0,2,7,,"RT @EdwardGLuce: US-China relations are at their lowest point since they established diplomatic relations, says Beijing. With feckless Trum…",,RT EdwardGLuce USChina relations are at their lowest point since they established diplomatic relations says Beijing With feckless Trum
166,FinancialTimesv3_0710.csv,,09/07/2020 20:10,233,,17,0,0,7,,A combination of antiviral drugs used to cure millions of Hepatitis C patients has shown promising results as a Covid-19 treatment in hospital trials in Iran https://t.co/p110fx3kip,,A combination of antiviral drugs used to cure millions of Hepatitis C patients has shown promising results as a Covid19 treatment in hospital trials in Iran httpstcop110fx3kip
163,FinancialTimesv3_0710.csv,,09/07/2020 21:00,234,,59,4,0,7,,"Just published: front page of the Financial Times international edition, Friday July 10 https://t.co/HNnYpmHB11 https://t.co/xCe4ELxRg3",,Just published front page of the Financial Times international edition Friday July 10 httpstcoHNnYpmHB11 httpstcoxCe4ELxRg3
159,FinancialTimesv3_0710.csv,,09/07/2020 21:43,235,,24,1,3,7,,"The CDC will not revise guidelines for how schools should reopen in the autumn despite criticism from Donald Trump, who has criticised the measures as 'very tough and expensive' https://t.co/sIfJdeyAKg",,The CDC will not revise guidelines for how schools should reopen in the autumn despite criticism from Donald Trump who has criticised the measures as very tough and expensive httpstcosIfJdeyAKg
156,FinancialTimesv3_0710.csv,,09/07/2020 22:46,236,,36,3,2,7,,France has decided to restore the Notre-Dame cathedral to its original design before the devastating fire https://t.co/rqH83XuyZX,,France has decided to restore the NotreDame cathedral to its original design before the devastating fire httpstcorqH83XuyZX
153,FinancialTimesv3_0710.csv,,09/07/2020 23:20,237,,24,0,3,7,,"Outdoor swimming pools, theatres and music venues in England will start reopening from Saturday under social-distancing guidance https://t.co/VkjOKXdsyl",,Outdoor swimming pools theatres and music venues in England will start reopening from Saturday under socialdistancing guidance httpstcoVkjOKXdsyl
150,FinancialTimesv3_0710.csv,,09/07/2020 23:54,238,,11,0,3,7,,A Japanese supercomputer is back in the top slot of the world rankings for the first time since 2011 https://t.co/dzw7hNhzUU,,A Japanese supercomputer is back in the top slot of the world rankings for the first time since 2011 httpstcodzw7hNhzUU
1067,FinancialTimesv3_0717.csv,,10/07/2020 01:32,239,,21,1,1,7,,Coronavirus latest: Testing stalls even as US infections reach new highs https://t.co/YfLtf7U94k,,Coronavirus latest Testing stalls even as US infections reach new highs httpstcoYfLtf7U94k
1066,FinancialTimesv3_0717.csv,,10/07/2020 01:51,240,,29,2,5,7,,Rising tension with China rings corporate Australia’s alarm bells https://t.co/zMEaJW6E36,,Rising tension with China rings corporate Australias alarm bells httpstcozMEaJW6E36
1065,FinancialTimesv3_0717.csv,,10/07/2020 01:51,241,,32,0,2,7,,Investors move in on China’s housing lottery scheme https://t.co/15qgVAX5eh,,Investors move in on Chinas housing lottery scheme httpstco15qgVAX5eh
1063,FinancialTimesv3_0717.csv,,10/07/2020 04:20,242,,11,1,0,7,,"Daily coronavirus thread: US coronavirus testing has stalled even as cases reach new records, Bolivia’s president and a prominent Venezuelan political figure have tested positive and Ford is facing parts shortages in Mexico. Follow our live coverage here: https://t.co/sd7gRgwzZw",,Daily coronavirus thread US coronavirus testing has stalled even as cases reach new records Bolivias president and a prominent Venezuelan political figure have tested positive and Ford is facing parts shortages in Mexico Follow our live coverage here httpstcosd7gRgwzZw
1062,FinancialTimesv3_0717.csv,,10/07/2020 05:00,243,,32,0,0,7,,US and European banks are conducting emergency audits of their clients in Hong Kong ahead of expected US sanctions over Beijing’s new national security law. ‘If they are sanctioned [we] can’t touch them.’  https://t.co/NiL0V8W4sv https://t.co/YsGU5eZcby,,US and European banks are conducting emergency audits of their clients in Hong Kong ahead of expected US sanctions over Beijings new national security law If they are sanctioned we cant touch them  httpstcoNiL0V8W4sv httpstcoYsGU5eZcby
1057,FinancialTimesv3_0717.csv,,10/07/2020 06:39,244,,8,3,4,7,,The EU has told businesses to prepare for a full suite of checks and ‘inevitable disruptions’ at borders https://t.co/uOdN8Yaaa2,,The EU has told businesses to prepare for a full suite of checks and inevitable disruptions at borders httpstcouOdN8Yaaa2
1053,FinancialTimesv3_0717.csv,,10/07/2020 07:38,245,,23,3,1,7,,"FT Exclusive: Turkey is ‘very close’ to signing a free trade agreement with the UK, its second-largest trading partner after Germany, the country’s finance minister told the Financial Times https://t.co/Ex0zCkyYlp https://t.co/O3XlpCRKIb",,FT Exclusive Turkey is very close to signing a free trade agreement with the UK its secondlargest trading partner after Germany the countrys finance minister told the Financial Times httpstcoEx0zCkyYlp httpstcoO3XlpCRKIb
1052,FinancialTimesv3_0717.csv,,10/07/2020 07:40,246,,24,3,0,7,,"RT @laurapitel: Turkish foreign minister Mevlüt Çavuşoğlu tells @cornishft that a UK-Turkey free trade deal is ""very close"". Britain is Tur…",,RT laurapitel Turkish foreign minister Mevlt avuolu tells cornishft that a UKTurkey free trade deal is very close Britain is Tur
1051,FinancialTimesv3_0717.csv,,10/07/2020 08:16,247,,17,0,1,7,,"Hong Kong will suspend schools again amid a recent resurgence in locally infected coronavirus cases, about two weeks after the government relaxed social-distancing measures. Follow our live coverage here: https://t.co/2WSDhc2UU0 https://t.co/pRu3ZycwDu",,Hong Kong will suspend schools again amid a recent resurgence in locally infected coronavirus cases about two weeks after the government relaxed socialdistancing measures Follow our live coverage here httpstco2WSDhc2UU0 httpstcopRu3ZycwDu
1049,FinancialTimesv3_0717.csv,,10/07/2020 08:49,248,,18,0,0,7,,"Even before the pandemic, the relentless build-up of US corporate debt was raising alarms: companies owe a record $10tn, equivalent to 49% of economic output. Is it possible to unwind the volume of debt without triggering a crisis? https://t.co/Kkc93ha4QL",,Even before the pandemic the relentless buildup of US corporate debt was raising alarms companies owe a record 10tn equivalent to 49 of economic output Is it possible to unwind the volume of debt without triggering a crisis? httpstcoKkc93ha4QL
1041,FinancialTimesv3_0717.csv,,10/07/2020 12:13,249,,25,1,0,7,,"It’s possible that the male-dominated Treasury did not realise, before announcing a belated opening for the beauty industry, that it is worth almost as much as car manufacturing,' Camilla Cavendish writes https://t.co/poro8XEy14",,Its possible that the maledominated Treasury did not realise before announcing a belated opening for the beauty industry that it is worth almost as much as car manufacturing Camilla Cavendish writes httpstcoporo8XEy14
